Uudenmaan vaalipiiri,Piraattipuolue,38,Mies,Suomi,korkeakoulututkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Piraattipuolue,39,Nainen,Suomi,ammattitutkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Piraattipuolue,53,Mies,Ruotsi,ammattitutkinto,"suomi,ruotsi,englanti,viro"
Uudenmaan vaalipiiri,Piraattipuolue,37,Mies,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Piraattipuolue,22,Mies,Suomi,ylioppilas,"ruotsi,englanti"
Uudenmaan vaalipiiri,Piraattipuolue,43,Mies,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti,ranska"
Uudenmaan vaalipiiri,Piraattipuolue,31,Mies,Suomi,ammattitutkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Piraattipuolue,37,Mies,Suomi,korkeakoulututkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Liberaalipuolue,26,Mies,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti,saksa,ranska,venäjä"
Uudenmaan vaalipiiri,Liberaalipuolue,54,Nainen,Suomi,korkeakoulututkinto,"ruotsi,englanti,saksa"
Uudenmaan vaalipiiri,Liberaalipuolue,29,Mies,Suomi,korkeakoulututkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Liberaalipuolue,46,Mies,Suomi,ammattitutkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Liberaalipuolue,36,Nainen,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Liberaalipuolue,21,Mies,Suomi,ylioppilas,"suomi,englanti"
Uudenmaan vaalipiiri,Liberaalipuolue,32,Mies,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Liberaalipuolue,18,Mies,Ruotsi,ylioppilas,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Liberaalipuolue,28,Mies,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Liberaalipuolue,38,Mies,Suomi,korkeakoulututkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Liberaalipuolue,39,Mies,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti,saksa,ranska,viro"
